size_bytes	price	ver	sup_devices.num	ipadSc_urls.num	lang.num	is_popular	is_small	is_for_free	is_multilingual	len_of_name	len_of_desc	there_is_a_discount	is_short_name	cont_rating_17+	cont_rating_4+	cont_rating_9+	prime_genre_Education	prime_genre_Entertainment	prime_genre_Finance	prime_genre_Food & Drink	prime_genre_Games	prime_genre_Health & Fitness	prime_genre_Lifestyle	prime_genre_Music	prime_genre_News	prime_genre_Photo & Video	prime_genre_Productivity	prime_genre_Reference	prime_genre_Shopping	prime_genre_Social Networking	prime_genre_Sports	prime_genre_Travel	prime_genre_Utilities	prime_genre_Weather	prime_genre_another
18.539061796316663	2.5641798306825083	481	24	5	11	1	0	0	1	50	3995	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.4566024926552	1.095273387402595	13	40	5	11	1	1	0	1	50	3521	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.140825136982194	0.688134638736401	280	38	5	5	0	0	0	0	31	410	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.393072407016067	0.0	1014	38	0	2	1	1	1	0	32	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
18.892691962890666	0.0	102551	38	5	16	1	0	1	1	25	3550	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.409548230058515	0.0	3019	37	5	1	0	1	1	0	36	1975	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.495945541725238	0.0	5110	37	0	1	0	0	1	0	6	1620	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
16.54527534824776	0.688134638736401	189	37	4	7	0	1	0	0	21	2164	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.318465031082667	0.0	109	38	5	1	0	1	1	0	44	1849	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.815270842592998	1.7900914121273581	322	38	0	1	0	1	0	0	49	1208	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.73891433602229	0.0	166	37	5	30	1	0	1	1	30	270	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
17.978736214315358	0.0	10	37	5	1	1	0	1	0	19	735	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.70354007495458	0.0	102	37	5	1	0	1	1	0	32	675	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.905532206511317	1.095273387402595	21	37	0	1	0	0	0	0	7	838	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
18.710991047078128	0.0	263	38	5	2	0	1	1	0	33	3695	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
17.33190918607215	0.0	25	37	0	4	0	1	1	0	32	1708	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
18.35937301949944	0.688134638736401	405	37	0	2	0	1	0	0	19	693	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
18.588307128666766	0.0	661	24	5	1	0	0	1	0	5	563	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
17.644577624712493	0.0	104	37	0	1	0	1	1	0	33	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.182097016748777	0.0	53	38	0	2	0	0	1	0	17	365	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
20.060630047489585	0.0	20	37	5	1	0	0	1	0	8	1262	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.860624556555333	0.0	224	37	0	1	0	1	1	0	48	3789	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
16.872496008693563	1.095273387402595	108	37	4	2	0	1	0	0	10	1957	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.722657604836034	0.0	480	37	5	1	0	0	1	0	43	1603	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.912290746266393	0.0	2112	37	4	2	0	1	1	0	24	504	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.389127491593571	1.3837912309017721	1101	37	5	2	1	1	0	0	19	2503	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
18.861356078825075	0.0	120	38	5	1	1	0	1	0	49	1733	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.519486199067874	0.0	111	37	5	13	0	0	1	1	13	424	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
18.317745030528435	0.0	422	37	5	16	1	0	1	1	50	1016	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
19.59570637132587	0.0	101	38	5	1	1	0	1	0	22	1413	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.037631331395975	0.0	11	38	5	2	1	1	1	0	27	381	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.704856553546755	1.3837912309017721	32	38	0	1	1	0	0	0	57	1964	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
18.40564605734031	0.0	601	37	5	6	1	0	1	0	21	2138	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.359396742807125	0.688134638736401	23	37	0	1	0	1	0	0	25	255	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
18.855804694605318	0.0	40	40	3	1	0	1	1	0	13	439	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.632891412507337	0.0	260	37	5	1	1	0	1	0	26	744	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.07723868608038	1.3837912309017721	17	37	0	1	1	1	0	0	23	891	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
17.786906786064872	1.3837912309017721	256	37	5	1	0	0	0	0	46	1433	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
17.359539976030565	0.0	19	38	0	2	0	1	1	0	29	480	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.2519994141741	1.7900914121273581	110	38	1	1	0	0	0	0	18	569	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
17.474072675972582	0.0	100	43	3	16	0	1	1	1	15	173	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.34743678641667	1.6074359097634274	10	40	5	1	1	1	0	0	21	1425	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.557717035984783	0.0	109	37	3	4	0	1	1	0	23	280	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.53648600041611	0.0	111	38	5	1	1	0	1	0	34	1118	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
19.520631020448747	1.3837912309017721	103	38	5	18	1	0	0	1	19	3127	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.88408344115347	0.0	1851	38	5	8	1	0	1	0	24	3060	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.712862649900522	0.0	333	37	5	8	0	0	1	0	65	889	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
19.49369676193742	0.0	1201720204	37	3	69	1	0	1	1	13	660	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
18.49941562756594	2.39698576841553	691	37	5	13	1	0	0	1	49	3570	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
17.89108161216525	1.3837912309017721	116	25	0	7	0	1	0	0	32	3848	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
18.891464874777483	0.0	861	37	5	1	0	0	1	0	3	3888	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
17.859422665696133	0.0	100	40	3	1	0	1	1	0	30	168	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.199706666870075	1.095273387402595	40	37	5	13	1	0	0	1	10	1306	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
17.286321591722555	1.3837912309017721	22	38	5	7	1	1	0	0	50	976	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.104561448027432	0.0	198	37	5	22	1	0	1	1	16	1285	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.56703960050051	0.0	430	43	5	7	0	0	1	0	29	1273	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.748147070257765	1.095273387402595	200	43	5	1	1	1	0	0	14	715	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.14761452737114	1.3837912309017721	51	37	0	31	0	0	0	1	22	2996	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
17.507291423909177	0.0	11	40	2	1	1	0	1	0	49	164	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.610665670311104	0.0	211	37	3	12	1	0	1	1	9	853	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.629376220262536	0.0	102	38	4	1	0	1	1	0	12	485	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.84893528890665	0.0	4450	38	0	2	1	1	1	0	17	315	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
18.49495730546553	0.0	13	40	5	1	0	1	1	0	12	431	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.586870630246953	0.0	2511	37	5	10	1	0	1	1	37	720	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
18.42629440781585	0.0	117	38	5	7	1	0	1	0	48	1607	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.12392209155521	0.0	104	40	5	1	1	0	1	0	13	849	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.594163297884005	1.7900914121273581	44	38	5	6	0	0	0	0	32	1724	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.93963605408491	0.0	1010	40	5	2	0	1	1	0	19	773	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.440941315395722	0.688134638736401	11	38	5	1	1	1	0	0	29	1159	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.125873737670943	0.0	12	37	5	1	0	1	1	0	29	640	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.49749244986447	0.0	72	37	4	12	1	0	1	1	16	1126	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
18.70850617362801	0.0	131	37	0	1	0	1	1	0	11	810	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.636120355432496	1.7900914121273581	22	37	5	2	1	0	0	0	11	2352	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.13198146505236	0.0	262	37	5	1	0	0	1	0	19	2132	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.991526055423833	0.0	266	40	5	1	0	1	1	0	18	194	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.200815960267125	2.0781907597781832	102	24	5	5	1	1	0	0	84	1779	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.189022504429257	1.3837912309017721	100	47	0	1	0	0	0	0	29	559	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.54065547491162	0.688134638736401	1041	40	3	1	1	0	0	0	19	1060	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.507565853189142	0.0	170	9	0	1	1	0	1	0	42	3375	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15.0373832982638	1.095273387402595	111	37	4	2	0	1	0	0	4	463	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.643559564228404	0.0	2713	38	5	9	1	0	1	1	23	2533	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.01141194597919	1.095273387402595	12	37	0	1	1	0	0	0	24	1238	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
18.16078691045588	0.0	1404	37	5	16	1	0	1	1	50	2031	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
17.47954637370902	0.0	309	37	1	1	0	0	1	0	11	1302	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
18.432516988421302	0.0	161	37	0	1	1	1	1	0	22	3633	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.475634284956815	0.0	600	24	5	1	0	0	1	0	21	803	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.277909502581288	0.0	130	38	5	14	0	0	1	1	28	1031	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.01624168427643	0.0	112	38	0	2	0	1	1	0	21	868	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.977205699404877	0.0	183	38	2	5	0	1	1	0	24	625	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.76386140724973	0.0	2119	37	1	1	0	0	1	0	15	3311	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
17.231585550417627	0.0	282	37	0	1	0	0	1	0	12	479	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
19.145983744785248	0.0	29	40	5	6	1	0	1	0	10	1464	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.75616690170043	0.0	125	37	5	1	0	0	1	0	49	1177	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
17.805662533345203	0.0	505	37	4	8	1	0	1	0	39	2605	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
18.970651268382557	0.0	102	40	5	1	0	0	1	0	20	1260	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.84174873065816	1.095273387402595	20	43	2	1	1	0	0	0	11	130	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.445991926145126	0.0	181	38	5	4	1	0	1	0	28	2658	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.69973692766518	1.3837912309017721	103	40	5	18	0	0	0	1	18	2001	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.2573927776451	0.688134638736401	12	43	5	11	1	0	0	1	23	1512	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.270829300815357	0.0	30071	38	0	1	0	1	1	0	6	782	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.602929773116255	0.0	180	37	5	7	0	0	1	0	15	1220	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.738420083250862	0.0	36	38	5	1	0	1	1	0	14	2860	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.565474598682858	2.39698576841553	212	37	5	1	0	1	0	0	9	3998	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.232895543626846	1.095273387402595	11	40	5	1	0	1	0	0	42	1528	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.967038675376944	0.0	360	40	0	1	0	1	1	0	6	255	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.724043339641447	2.39698576841553	347	11	0	32	0	0	0	1	45	3633	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
18.021109289100032	0.0	101	40	3	1	0	1	1	0	22	353	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.09837963490794	1.7900914121273581	131	40	5	8	0	0	0	0	7	1226	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.306711488379698	1.095273387402595	30	37	0	1	0	0	0	0	25	2396	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
20.403601518737926	1.7900914121273581	135	43	4	7	0	0	0	0	20	1499	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.083427416359008	0.688134638736401	11	43	5	1	1	0	0	0	15	3153	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.321205392953086	0.0	12	38	5	1	1	1	1	0	18	470	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.607619575981776	1.095273387402595	13	37	5	1	0	1	0	0	27	2205	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.47195940389658	1.3837912309017721	14	40	4	1	0	1	0	0	48	1728	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.753326208678534	1.7900914121273581	104	38	5	1	0	0	0	0	18	1450	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.66310290917315	0.0	101	38	5	2	0	1	1	0	12	298	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.227595375154866	0.688134638736401	111	25	0	1	0	1	0	0	10	742	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.456622249839217	2.196112848483529	393	38	5	13	0	0	0	1	50	3583	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
17.45661056321394	0.0	102	40	4	1	0	0	1	0	5	1233	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.664945464668634	0.688134638736401	11	43	5	1	0	0	0	0	19	3365	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.52387367309099	0.688134638736401	49	40	5	1	1	0	0	0	40	2538	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.997333318629764	0.0	212	37	3	1	0	0	1	0	13	816	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.854997322604095	0.0	13	37	0	1	0	0	1	0	40	1557	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
17.937713075513017	1.7900914121273581	470	37	5	1	0	0	0	0	29	3227	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
18.100187187554106	0.0	420	37	4	1	0	0	1	0	49	1918	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
18.423132785240465	0.0	127	40	3	1	0	1	1	0	7	148	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.49976575933885	0.0	615	38	4	2	1	0	1	0	18	662	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
17.36435158023336	0.0	11	37	5	1	0	1	1	0	8	403	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.480516929206605	0.0	12	37	0	2	1	1	1	0	47	410	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
19.49517693989392	1.7900914121273581	103	37	5	5	1	1	0	0	19	1277	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.69615701135361	1.095273387402595	10	37	0	1	0	1	0	0	32	885	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
